using device: cpu
Loading pretrained GPT-2 model: gpt2
loaded 338025 tokens
1 epoch = 2640 batches
step 0, loss: 5.106705665588379
step 4956, loss: 2.4090046882629395
step 4957, loss: 3.306757926940918
step 4958, loss: 3.0661048889160156
step 4959, loss: 2.737060308456421
step 4960, loss: 3.1413187980651855
step 4961, loss: 2.5869619846343994
step 4962, loss: 2.784818649291992
step 4963, loss: 2.470060348510742
step 4964, loss: 2.535342216491699
step 4965, loss: 2.5766756534576416
step 4966, loss: 2.729473114013672
step 4967, loss: 3.455240488052368
step 4968, loss: 2.7328171730041504
step 4969, loss: 3.1301233768463135
step 4970, loss: 2.7746317386627197
step 4971, loss: 3.248142957687378
step 4972, loss: 2.9651753902435303
step 4973, loss: 2.9156439304351807
step 4974, loss: 2.419086456298828
step 4975, loss: 3.288095235824585
step 4976, loss: 3.097661018371582
step 4977, loss: 2.894050121307373
step 4978, loss: 2.682682514190674
step 4979, loss: 3.1421639919281006
step 4980, loss: 2.302834987640381
step 4981, loss: 3.0610876083374023
step 4982, loss: 2.938805341720581
step 4983, loss: 2.384164571762085
step 4984, loss: 2.6086113452911377
step 4985, loss: 3.1273083686828613
step 4986, loss: 2.6933176517486572
step 4987, loss: 2.1828155517578125
step 4988, loss: 2.1043999195098877
step 4989, loss: 1.9861233234405518
step 4990, loss: 3.212587594985962
step 4991, loss: 2.4806151390075684
step 4992, loss: 2.947298049926758
step 4993, loss: 2.7977683544158936
step 4994, loss: 2.8435211181640625
step 4995, loss: 2.907458782196045
step 4996, loss: 2.756821393966675
step 4997, loss: 2.9643304347991943
step 4998, loss: 2.602830648422241
step 4999, loss: 1.8635419607162476
step 5000, loss: 2.7201297283172607
step 5001, loss: 2.5040035247802734
step 5002, loss: 2.334498643875122
step 5003, loss: 3.1169917583465576
step 5004, loss: 2.546083927154541
step 5005, loss: 2.8196654319763184
step 5006, loss: 3.154160499572754
step 5007, loss: 2.6837782859802246
step 5008, loss: 2.7947185039520264
step 5009, loss: 2.7861225605010986
step 5010, loss: 2.0604217052459717
step 5011, loss: 3.283419370651245
step 5012, loss: 2.4192097187042236
step 5013, loss: 2.9285261631011963
step 5014, loss: 2.8545827865600586
step 5015, loss: 3.275705575942993
step 5016, loss: 2.0084547996520996
step 5017, loss: 2.5177834033966064
step 5018, loss: 2.7271454334259033
step 5019, loss: 2.1335368156433105
step 5020, loss: 2.2575151920318604
step 5021, loss: 1.773983120918274
step 5022, loss: 1.9330964088439941
step 5023, loss: 3.386305809020996
step 5024, loss: 2.7755699157714844
step 5025, loss: 2.400693893432617
step 5026, loss: 3.2244515419006348
step 5027, loss: 2.3644466400146484
step 5028, loss: 2.9781382083892822
step 5029, loss: 2.545633554458618
step 5030, loss: 3.471259593963623
step 5031, loss: 2.5874249935150146
step 5032, loss: 2.9318687915802
step 5033, loss: 2.8227434158325195
step 5034, loss: 2.9358999729156494
step 5035, loss: 3.7892539501190186
step 5036, loss: 3.2694320678710938
step 5037, loss: 2.979963779449463
step 5038, loss: 2.825399160385132
step 5039, loss: 2.7146599292755127
step 5040, loss: 3.1487207412719727
step 5041, loss: 3.297517776489258
step 5042, loss: 3.3005645275115967
step 5043, loss: 3.1526150703430176
step 5044, loss: 2.4792304039001465
step 5045, loss: 3.0294487476348877
step 5046, loss: 2.669084072113037
step 5047, loss: 2.984084367752075
step 5048, loss: 2.9191088676452637
step 5049, loss: 2.7162773609161377
step 5050, loss: 2.682333469390869
step 5051, loss: 3.2990663051605225
step 5052, loss: 3.2161757946014404
step 5053, loss: 2.776810884475708
step 5054, loss: 1.8171344995498657
step 5055, loss: 3.568948745727539
step 5056, loss: 4.516336917877197
step 5057, loss: 3.658360481262207
step 5058, loss: 2.422107696533203
step 5059, loss: 2.1880412101745605
step 5060, loss: 2.3666088581085205
step 5061, loss: 3.0601351261138916
step 5062, loss: 3.038949728012085
step 5063, loss: 2.900054454803467
step 5064, loss: 2.96683931350708
step 5065, loss: 3.0987000465393066
step 5066, loss: 2.3961801528930664
step 5067, loss: 2.5496883392333984
step 5068, loss: 3.2409725189208984
step 5069, loss: 3.4478838443756104
step 5070, loss: 3.0661957263946533
step 5071, loss: 2.692831039428711
step 5072, loss: 1.529909372329712
Saved best model with loss: 1.5299 to fine_tuned_gpt2\gpt2_finetuned_best_loss_1.5299.pt
step 5073, loss: 2.324331760406494
step 5074, loss: 2.416459321975708
step 5075, loss: 3.075603723526001
step 5076, loss: 3.405597448348999
step 5077, loss: 2.1536993980407715
step 5078, loss: 2.794445037841797
step 5079, loss: 3.5300824642181396
step 5080, loss: 2.887585163116455
step 5081, loss: 3.208815813064575
step 5082, loss: 3.035464286804199
step 5083, loss: 3.2660226821899414
step 5084, loss: 2.685098886489868
step 5085, loss: 2.8007140159606934
step 5086, loss: 2.5682830810546875
step 5087, loss: 3.1321229934692383
step 5088, loss: 2.87522554397583
step 5089, loss: 2.356873035430908
step 5090, loss: 2.9078688621520996
step 5091, loss: 2.54807448387146
step 5092, loss: 3.3934879302978516
step 5093, loss: 3.2297894954681396
step 5094, loss: 3.0661139488220215
step 5095, loss: 2.534501314163208
step 5096, loss: 3.1141061782836914
step 5097, loss: 3.213690996170044
step 5098, loss: 2.6531918048858643
step 5099, loss: 3.692469835281372
step 5100, loss: 3.7206783294677734
step 5101, loss: 2.559952735900879
step 5102, loss: 3.014374017715454
step 5103, loss: 2.8466641902923584
step 5104, loss: 2.871079683303833
step 5105, loss: 2.8199188709259033
step 5106, loss: 2.734241247177124
step 5107, loss: 2.3680264949798584
step 5108, loss: 2.648472547531128
step 5109, loss: 2.737748384475708
step 5110, loss: 2.4986796379089355
step 5111, loss: 2.896390199661255
step 5112, loss: 2.5222177505493164
step 5113, loss: 3.1183009147644043
step 5114, loss: 2.758044719696045
step 5115, loss: 3.4328689575195312
step 5116, loss: 2.5631229877471924
step 5117, loss: 2.28462290763855
step 5118, loss: 2.521756887435913
step 5119, loss: 2.713998556137085
step 5120, loss: 2.3092377185821533
step 5121, loss: 2.458202838897705
step 5122, loss: 3.0243289470672607
step 5123, loss: 2.790361166000366
step 5124, loss: 2.8755950927734375
step 5125, loss: 2.47865891456604
step 5126, loss: 3.3715362548828125
step 5127, loss: 2.401254653930664
step 5128, loss: 2.9545674324035645
step 5129, loss: 2.3889033794403076
step 5130, loss: 2.64900541305542
step 5131, loss: 2.0995278358459473
step 5132, loss: 2.4931485652923584
step 5133, loss: 3.530355930328369
step 5134, loss: 2.722470760345459
step 5135, loss: 2.610450267791748
step 5136, loss: 2.349848747253418
step 5137, loss: 2.749885082244873
step 5138, loss: 3.576296806335449
step 5139, loss: 3.2593443393707275
step 5140, loss: 3.167983055114746
step 5141, loss: 3.0456440448760986
step 5142, loss: 2.1035752296447754
step 5143, loss: 2.4502694606781006
step 5144, loss: 2.540235757827759
step 5145, loss: 2.8939762115478516
step 5146, loss: 2.8675644397735596
step 5147, loss: 2.137802839279175
step 5148, loss: 2.049886703491211
step 5149, loss: 2.709129571914673
step 5150, loss: 3.1405346393585205
step 5151, loss: 2.8578033447265625
step 5152, loss: 2.858474016189575
step 5153, loss: 2.7475361824035645
step 5154, loss: 2.9712982177734375
step 5155, loss: 2.559568166732788
step 5156, loss: 2.557931423187256
step 5157, loss: 2.605238914489746
step 5158, loss: 2.4222817420959473
step 5159, loss: 2.833221673965454
step 5160, loss: 2.3808867931365967
step 5161, loss: 2.2311713695526123
step 5162, loss: 2.986118793487549
step 5163, loss: 2.4942307472229004
step 5164, loss: 2.6685876846313477
step 5165, loss: 1.817795753479004
step 5166, loss: 2.2366700172424316
step 5167, loss: 2.46964693069458
step 5168, loss: 2.628382444381714
step 5169, loss: 2.1746065616607666
step 5170, loss: 2.083710193634033
step 5171, loss: 2.670727252960205
step 5172, loss: 2.7591142654418945
step 5173, loss: 2.167620897293091
step 5174, loss: 2.419691562652588
step 5175, loss: 2.3252618312835693
step 5176, loss: 2.369556427001953
step 5177, loss: 2.6322145462036133
step 5178, loss: 2.7275044918060303
step 5179, loss: 2.388735055923462
step 5180, loss: 2.325605869293213
step 5181, loss: 1.8601726293563843
step 5182, loss: 2.1369333267211914
step 5183, loss: 2.4608991146087646
step 5184, loss: 1.806759238243103
step 5185, loss: 2.016526699066162
step 5186, loss: 2.520951271057129
step 5187, loss: 3.307732105255127
step 5188, loss: 2.3911964893341064
step 5189, loss: 3.3365399837493896
step 5190, loss: 3.5270633697509766
step 5191, loss: 3.34285569190979
step 5192, loss: 3.5280730724334717
step 5193, loss: 2.429910182952881
step 5194, loss: 2.323782205581665
step 5195, loss: 3.5775558948516846
step 5196, loss: 3.394711971282959
step 5197, loss: 3.365041732788086
step 5198, loss: 3.757908344268799
step 5199, loss: 3.186213493347168
step 5200, loss: 2.862783432006836
step 5201, loss: 3.1722705364227295
step 5202, loss: 3.8299760818481445
step 5203, loss: 3.1761090755462646
step 5204, loss: 3.367682456970215
step 5205, loss: 3.459671974182129
step 5206, loss: 3.0669028759002686
step 5207, loss: 3.011219024658203
step 5208, loss: 2.8146634101867676
step 5209, loss: 3.389704942703247
step 5210, loss: 3.5872104167938232
step 5211, loss: 3.46108078956604
step 5212, loss: 4.254120349884033
step 5213, loss: 3.5598552227020264
step 5214, loss: 3.5285212993621826
step 5215, loss: 3.721060037612915
step 5216, loss: 3.269765615463257
step 5217, loss: 3.714353561401367
step 5218, loss: 3.447659492492676
step 5219, loss: 3.530034065246582
step 5220, loss: 3.12977933883667
step 5221, loss: 3.744166851043701
step 5222, loss: 3.2529428005218506
step 5223, loss: 3.9024367332458496
step 5224, loss: 3.4571938514709473
step 5225, loss: 3.1087899208068848
step 5226, loss: 3.290252685546875
step 5227, loss: 3.310106039047241
step 5228, loss: 2.6725172996520996
step 5229, loss: 2.9815943241119385
step 5230, loss: 2.4531662464141846
step 5231, loss: 3.181684970855713
step 5232, loss: 3.628390073776245
step 5233, loss: 3.566680908203125
step 5234, loss: 2.9571692943573
step 5235, loss: 2.959547758102417
step 5236, loss: 2.821756362915039
step 5237, loss: 3.4065961837768555
step 5238, loss: 3.35213303565979
step 5239, loss: 3.470975399017334
step 5240, loss: 3.052260398864746
step 5241, loss: 3.669146776199341
step 5242, loss: 3.4764208793640137
step 5243, loss: 3.6296164989471436
step 5244, loss: 3.2332255840301514
step 5245, loss: 3.703594923019409
step 5246, loss: 3.1062710285186768
step 5247, loss: 3.28556489944458
step 5248, loss: 2.6698880195617676
step 5249, loss: 2.618133783340454
step 5250, loss: 3.2646639347076416
step 5251, loss: 3.015439748764038
step 5252, loss: 3.220139741897583
step 5253, loss: 2.627511978149414
step 5254, loss: 3.039057731628418
step 5255, loss: 3.004441261291504
step 5256, loss: 3.074302911758423
step 5257, loss: 2.726261615753174
step 5258, loss: 2.647566318511963
step 5259, loss: 2.238471031188965
step 5260, loss: 2.3544633388519287
step 5261, loss: 2.719726324081421
step 5262, loss: 2.3788506984710693
step 5263, loss: 3.0639984607696533
step 5264, loss: 2.848837375640869
step 5265, loss: 2.627218723297119
step 5266, loss: 2.473895311355591
step 5267, loss: 2.4170169830322266
step 5268, loss: 3.701524257659912
step 5269, loss: 3.498683214187622
step 5270, loss: 3.389890670776367
step 5271, loss: 2.445512294769287
step 5272, loss: 2.4139058589935303
step 5273, loss: 3.1865789890289307
step 5274, loss: 3.202266216278076
step 5275, loss: 2.3049535751342773
step 5276, loss: 2.922531843185425
step 5277, loss: 2.3941810131073
step 5278, loss: 2.6615562438964844
step 5279, loss: 3.0847060680389404
step 5280, loss: 2.446200370788574
step 5281, loss: 3.149388551712036
step 5282, loss: 2.844265937805176
step 5283, loss: 3.1472740173339844
step 5284, loss: 2.7409298419952393
step 5285, loss: 2.7666175365448
step 5286, loss: 3.456082582473755
step 5287, loss: 3.150786876678467
step 5288, loss: 2.7631032466888428
step 5289, loss: 3.228677272796631
step 5290, loss: 3.039598226547241
step 5291, loss: 2.7312755584716797
step 5292, loss: 2.950113534927368
step 5293, loss: 2.9679479598999023
step 5294, loss: 3.1479604244232178
step 5295, loss: 2.8668336868286133
step 5296, loss: 2.954282522201538
step 5297, loss: 3.6449131965637207
step 5298, loss: 2.773624897003174
step 5299, loss: 2.971945285797119
step 5300, loss: 2.9473040103912354
step 5301, loss: 2.9657769203186035
step 5302, loss: 2.236870765686035
step 5303, loss: 2.8291170597076416
step 5304, loss: 2.36002516746521
step 5305, loss: 2.4151718616485596
step 5306, loss: 2.332432270050049
step 5307, loss: 2.9302799701690674
step 5308, loss: 2.755828857421875
step 5309, loss: 2.799787759780884
step 5310, loss: 2.9580812454223633
step 5311, loss: 2.778761625289917
step 5312, loss: 2.931203842163086
step 5313, loss: 2.1346654891967773
step 5314, loss: 3.3846278190612793
step 5315, loss: 2.9596617221832275
step 5316, loss: 2.4182541370391846
step 5317, loss: 3.0449135303497314
step 5318, loss: 2.1742849349975586
step 5319, loss: 2.3714754581451416
step 5320, loss: 3.075439929962158
step 5321, loss: 2.0372865200042725
step 5322, loss: 2.3096985816955566
step 5323, loss: 2.4924702644348145
step 5324, loss: 2.447721004486084
step 5325, loss: 2.3634350299835205
step 5326, loss: 1.9446033239364624
step 5327, loss: 2.4347305297851562
step 5328, loss: 2.6847023963928223
step 5329, loss: 2.7374267578125
step 5330, loss: 2.984802484512329
step 5331, loss: 3.044246196746826
step 5332, loss: 2.3530538082122803
step 5333, loss: 2.8167946338653564
step 5334, loss: 3.0207347869873047
step 5335, loss: 2.5877861976623535
step 5336, loss: 2.5834884643554688
step 5337, loss: 2.870739698410034
step 5338, loss: 2.2282729148864746
step 5339, loss: 2.511852264404297
step 5340, loss: 2.354440689086914
step 5341, loss: 2.227996826171875
step 5342, loss: 2.4232687950134277
step 5343, loss: 2.0171091556549072
step 5344, loss: 2.844937801361084
step 5345, loss: 2.9802703857421875
step 5346, loss: 2.690586566925049
step 5347, loss: 2.369107484817505
step 5348, loss: 2.360400676727295
step 5349, loss: 2.5022358894348145
step 5350, loss: 2.6294169425964355
step 5351, loss: 2.3658130168914795
step 5352, loss: 2.579305648803711
step 5353, loss: 2.7168703079223633
step 5354, loss: 3.1715891361236572
step 5355, loss: 2.6857197284698486
step 5356, loss: 2.3619494438171387
step 5357, loss: 2.1888997554779053
step 5358, loss: 2.3692173957824707
step 5359, loss: 2.109522581100464
step 5360, loss: 2.7242891788482666
step 5361, loss: 2.868563652038574
step 5362, loss: 2.6027395725250244
step 5363, loss: 1.857822299003601
step 5364, loss: 2.277764320373535
step 5365, loss: 2.3717141151428223
step 5366, loss: 2.3257648944854736
step 5367, loss: 2.536036729812622
step 5368, loss: 2.4910812377929688
step 5369, loss: 2.980638265609741
step 5370, loss: 2.5201950073242188
step 5371, loss: 2.3424789905548096
step 5372, loss: 2.641113042831421
step 5373, loss: 2.2980592250823975
step 5374, loss: 2.1313023567199707
step 5375, loss: 2.3329365253448486
step 5376, loss: 2.2139031887054443
step 5377, loss: 2.3874144554138184
step 5378, loss: 1.8905034065246582
step 5379, loss: 2.312997817993164
step 5380, loss: 2.8527848720550537
step 5381, loss: 1.9737294912338257
step 5382, loss: 2.6755454540252686
step 5383, loss: 2.833991289138794
step 5384, loss: 2.2647454738616943
step 5385, loss: 2.5732383728027344
step 5386, loss: 2.9750165939331055
step 5387, loss: 2.5823051929473877
step 5388, loss: 2.290499687194824
step 5389, loss: 2.4144115447998047
step 5390, loss: 2.5262129306793213
step 5391, loss: 2.321044921875
step 5392, loss: 2.1741185188293457
step 5393, loss: 2.633161783218384
step 5394, loss: 2.7994630336761475
step 5395, loss: 2.7628095149993896
step 5396, loss: 2.4457287788391113
step 5397, loss: 2.5259904861450195
step 5398, loss: 2.332009792327881
step 5399, loss: 2.5162599086761475
step 5400, loss: 2.48874831199646
step 5401, loss: 2.7716410160064697
step 5402, loss: 3.010136365890503
step 5403, loss: 3.100642204284668
step 5404, loss: 3.2022855281829834
step 5405, loss: 2.1905996799468994
step 5406, loss: 2.1140880584716797
step 5407, loss: 2.288360834121704
step 5408, loss: 2.279974937438965
step 5409, loss: 2.024472951889038
step 5410, loss: 2.5111143589019775
step 5411, loss: 2.583264112472534
step 5412, loss: 2.5958752632141113
step 5413, loss: 2.473888874053955
step 5414, loss: 2.295175313949585
step 5415, loss: 2.2040066719055176
step 5416, loss: 1.8965563774108887
step 5417, loss: 2.1873762607574463
step 5418, loss: 2.227965831756592
step 5419, loss: 2.154259204864502
step 5420, loss: 2.472191095352173
step 5421, loss: 2.5285396575927734
step 5422, loss: 2.92265248298645
step 5423, loss: 1.902602195739746
step 5424, loss: 1.9313527345657349
step 5425, loss: 1.8429368734359741
step 5426, loss: 2.091522455215454
step 5427, loss: 2.2404627799987793
step 5428, loss: 2.4917891025543213
step 5429, loss: 2.7459840774536133
step 5430, loss: 2.635230302810669
step 5431, loss: 2.3871827125549316
step 5432, loss: 2.5198872089385986
step 5433, loss: 2.478768825531006
step 5434, loss: 2.6340765953063965
step 5435, loss: 2.5194811820983887
step 5436, loss: 2.702918767929077
step 5437, loss: 2.3126823902130127
step 5438, loss: 2.08280348777771
step 5439, loss: 2.1461448669433594
step 5440, loss: 1.771477222442627
step 5441, loss: 2.0748658180236816
step 5442, loss: 2.5276989936828613
step 5443, loss: 1.5105082988739014
Saved best model with loss: 1.5105 to fine_tuned_gpt2\gpt2_finetuned_best_loss_1.5105.pt
step 5444, loss: 2.229478359222412
step 5445, loss: 2.4071242809295654
step 5446, loss: 2.575059175491333
step 5447, loss: 2.0792267322540283
step 5448, loss: 2.1838340759277344
step 5449, loss: 2.7830915451049805
step 5450, loss: 2.762772560119629
step 5451, loss: 2.1302716732025146
step 5452, loss: 2.40419864654541
step 5453, loss: 2.741511344909668
step 5454, loss: 2.4054129123687744
step 5455, loss: 3.2121500968933105
step 5456, loss: 2.29372501373291
step 5457, loss: 2.1723592281341553
step 5458, loss: 2.0164804458618164
step 5459, loss: 1.8208500146865845
step 5460, loss: 2.1042063236236572
step 5461, loss: 1.6735728979110718
step 5462, loss: 1.969879388809204
step 5463, loss: 2.084805727005005
step 5464, loss: 1.959987759590149
step 5465, loss: 1.9156334400177002
step 5466, loss: 1.9168164730072021
step 5467, loss: 2.1471364498138428
step 5468, loss: 2.3176064491271973
step 5469, loss: 2.037609577178955
step 5470, loss: 1.7576051950454712
step 5471, loss: 1.609113335609436
step 5472, loss: 2.0775816440582275
step 5473, loss: 2.1986470222473145
step 5474, loss: 2.0598528385162354
step 5475, loss: 2.414719343185425
step 5476, loss: 2.0061287879943848
step 5477, loss: 1.9443167448043823
step 5478, loss: 2.4877257347106934
step 5479, loss: 2.3272387981414795
step 5480, loss: 1.8966683149337769
step 5481, loss: 1.8645520210266113
step 5482, loss: 2.470526695251465
step 5483, loss: 2.069469928741455
step 5484, loss: 2.8530938625335693
step 5485, loss: 2.6482417583465576
step 5486, loss: 2.944495916366577
step 5487, loss: 2.463129758834839
step 5488, loss: 1.8260571956634521
step 5489, loss: 2.3485684394836426
step 5490, loss: 2.9596877098083496
step 5491, loss: 2.893822431564331
step 5492, loss: 2.569549322128296
step 5493, loss: 2.164566993713379
step 5494, loss: 2.462222099304199
step 5495, loss: 2.1429076194763184
step 5496, loss: 2.270981788635254
step 5497, loss: 2.15466570854187
step 5498, loss: 2.4635114669799805
step 5499, loss: 1.9190624952316284
step 5500, loss: 2.5363240242004395
step 5501, loss: 1.9949634075164795
step 5502, loss: 2.339467763900757
step 5503, loss: 2.178523302078247
step 5504, loss: 1.8861111402511597
step 5505, loss: 2.284534454345703
step 5506, loss: 1.9938292503356934
step 5507, loss: 2.2989609241485596
step 5508, loss: 2.3381166458129883
step 5509, loss: 2.3728764057159424
step 5510, loss: 2.446416139602661
step 5511, loss: 2.2960731983184814
step 5512, loss: 2.470109224319458
step 5513, loss: 2.7789275646209717
step 5514, loss: 2.553609848022461
step 5515, loss: 2.4995501041412354
step 5516, loss: 2.219881296157837
step 5517, loss: 1.8154186010360718
step 5518, loss: 1.964698076248169
step 5519, loss: 2.3766212463378906
step 5520, loss: 1.7071707248687744
step 5521, loss: 2.176746368408203
step 5522, loss: 2.079979181289673
step 5523, loss: 2.162736415863037
step 5524, loss: 2.2696847915649414
step 5525, loss: 2.618821620941162
step 5526, loss: 2.30271577835083
step 5527, loss: 2.626330852508545
step 5528, loss: 2.431087017059326
step 5529, loss: 2.5204403400421143
step 5530, loss: 2.2297756671905518
step 5531, loss: 2.882946252822876
step 5532, loss: 1.917604923248291
step 5533, loss: 2.1514503955841064
step 5534, loss: 1.8694947957992554
step 5535, loss: 1.8188732862472534
step 5536, loss: 1.6200271844863892
step 5537, loss: 1.9787688255310059
step 5538, loss: 1.981624722480774
step 5539, loss: 2.0994906425476074
step 5540, loss: 2.5599799156188965
step 5541, loss: 2.5338480472564697
step 5542, loss: 2.4497790336608887
step 5543, loss: 2.7233057022094727
step 5544, loss: 2.8552041053771973
step 5545, loss: 2.353165864944458
step 5546, loss: 2.0312719345092773
step 5547, loss: 2.6776089668273926
step 5548, loss: 2.335639715194702
step 5549, loss: 1.9881305694580078
step 5550, loss: 1.7922569513320923
step 5551, loss: 1.9717836380004883
step 5552, loss: 2.411592960357666
step 5553, loss: 2.275657892227173
step 5554, loss: 2.1922380924224854
step 5555, loss: 2.4213640689849854
step 5556, loss: 2.2085189819335938
step 5557, loss: 2.438185214996338
step 5558, loss: 1.833922266960144
step 5559, loss: 1.5801869630813599
step 5560, loss: 1.7483288049697876
step 5561, loss: 2.051915407180786
step 5562, loss: 1.8982844352722168
step 5563, loss: 2.241133451461792
step 5564, loss: 2.0956387519836426
step 5565, loss: 1.9340897798538208
step 5566, loss: 1.7123185396194458
step 5567, loss: 1.874820351600647
step 5568, loss: 1.9898637533187866
step 5569, loss: 2.2313928604125977
step 5570, loss: 2.312551259994507
step 5571, loss: 2.417422294616699
step 5572, loss: 2.1659789085388184
step 5573, loss: 1.919979214668274
step 5574, loss: 2.1781275272369385
step 5575, loss: 1.5854687690734863
step 5576, loss: 2.2528235912323
step 5577, loss: 2.524200677871704
step 5578, loss: 2.5133087635040283
step 5579, loss: 2.281787157058716
step 5580, loss: 2.663646936416626
step 5581, loss: 2.4367220401763916
step 5582, loss: 2.2623450756073
step 5583, loss: 2.2622272968292236
step 5584, loss: 2.256572723388672
step 5585, loss: 2.2539472579956055
step 5586, loss: 2.0726428031921387
step 5587, loss: 2.634178400039673
step 5588, loss: 1.9495311975479126
step 5589, loss: 2.7050960063934326
step 5590, loss: 2.0240683555603027
step 5591, loss: 2.169490098953247
step 5592, loss: 2.63384747505188
step 5593, loss: 2.4381139278411865
step 5594, loss: 2.4316163063049316
step 5595, loss: 2.3409945964813232
step 5596, loss: 2.5108399391174316
step 5597, loss: 2.847536325454712
step 5598, loss: 2.2196669578552246
step 5599, loss: 2.728827714920044
step 5600, loss: 1.8764870166778564
step 5601, loss: 2.6659770011901855
step 5602, loss: 2.221268892288208
step 5603, loss: 2.6238269805908203
step 5604, loss: 3.239436388015747
step 5605, loss: 2.4616339206695557
step 5606, loss: 2.892665386199951
step 5607, loss: 2.51607084274292
step 5608, loss: 2.329921245574951
step 5609, loss: 2.4188501834869385
step 5610, loss: 2.440255880355835
step 5611, loss: 2.102496862411499
step 5612, loss: 3.2756667137145996
step 5613, loss: 2.5650572776794434
step 5614, loss: 2.4449944496154785
step 5615, loss: 2.5135879516601562
step 5616, loss: 2.380770206451416
step 5617, loss: 2.5508415699005127
step 5618, loss: 2.570919990539551
step 5619, loss: 2.8263468742370605
step 5620, loss: 2.4000585079193115
step 5621, loss: 2.231527328491211
step 5622, loss: 2.325251579284668
step 5623, loss: 1.9609336853027344
step 5624, loss: 1.687378168106079
step 5625, loss: 2.4674735069274902
step 5626, loss: 2.105332851409912
step 5627, loss: 2.1173582077026367
step 5628, loss: 2.2280335426330566
step 5629, loss: 2.35475754737854
step 5630, loss: 2.0848891735076904
step 5631, loss: 2.2579030990600586
step 5632, loss: 1.9113363027572632
step 5633, loss: 2.3124277591705322
step 5634, loss: 2.183960199356079
step 5635, loss: 2.398977518081665
step 5636, loss: 2.2474942207336426
step 5637, loss: 2.1579151153564453
step 5638, loss: 1.9727449417114258
step 5639, loss: 1.890188217163086
step 5640, loss: 1.8585470914840698
step 5641, loss: 2.1991662979125977
step 5642, loss: 2.283827781677246
step 5643, loss: 2.0207340717315674
step 5644, loss: 2.336909770965576
step 5645, loss: 1.68289315700531
step 5646, loss: 2.3314905166625977
step 5647, loss: 2.2916042804718018
step 5648, loss: 2.502143144607544
step 5649, loss: 2.4265379905700684
step 5650, loss: 2.495061159133911
step 5651, loss: 2.407654047012329
step 5652, loss: 2.1383168697357178
step 5653, loss: 2.633169174194336
step 5654, loss: 2.488724708557129
step 5655, loss: 2.535355806350708
step 5656, loss: 2.4130289554595947
step 5657, loss: 2.2672572135925293
step 5658, loss: 1.9264299869537354
step 5659, loss: 2.11543607711792
step 5660, loss: 1.8058592081069946
step 5661, loss: 1.994551420211792
step 5662, loss: 1.7973381280899048
step 5663, loss: 2.3884975910186768
step 5664, loss: 2.357239007949829
step 5665, loss: 2.0442585945129395
step 5666, loss: 2.4113991260528564
step 5667, loss: 1.8965753316879272
step 5668, loss: 1.7479169368743896
step 5669, loss: 1.9992111921310425
step 5670, loss: 2.172771692276001
step 5671, loss: 1.943771243095398
step 5672, loss: 1.8571854829788208
step 5673, loss: 1.7366915941238403
step 5674, loss: 1.7106295824050903
step 5675, loss: 1.9637665748596191
step 5676, loss: 1.6175307035446167
step 5677, loss: 1.6631953716278076
step 5678, loss: 1.9037895202636719
step 5679, loss: 1.6689256429672241
step 5680, loss: 1.0778076648712158
Saved best model with loss: 1.0778 to fine_tuned_gpt2\gpt2_finetuned_best_loss_1.0778.pt
step 5681, loss: 1.1216596364974976
step 5682, loss: 1.726413369178772
step 5683, loss: 2.0152833461761475
step 5684, loss: 2.119163751602173
step 5685, loss: 1.7638967037200928
step 5686, loss: 1.5560240745544434
step 5687, loss: 1.220334768295288
step 5688, loss: 1.6940877437591553
step 5689, loss: 2.128891706466675
step 5690, loss: 1.5918912887573242
step 5691, loss: 2.606044292449951
step 5692, loss: 2.6082770824432373
step 5693, loss: 2.8772172927856445
step 5694, loss: 2.2034122943878174
step 5695, loss: 1.8561497926712036
step 5696, loss: 2.3509514331817627
step 5697, loss: 1.9794405698776245
step 5698, loss: 2.11287522315979
step 5699, loss: 2.5640149116516113
step 5700, loss: 2.471162796020508
step 5701, loss: 2.2209911346435547
step 5702, loss: 2.3686583042144775
step 5703, loss: 2.1114518642425537
step 5704, loss: 2.203998327255249
step 5705, loss: 2.226076602935791
step 5706, loss: 2.5228097438812256
step 5707, loss: 2.102548837661743
step 5708, loss: 2.257920980453491
step 5709, loss: 2.1712605953216553
step 5710, loss: 2.0574491024017334
step 5711, loss: 2.5903573036193848
step 5712, loss: 2.0452237129211426
step 5713, loss: 2.504209518432617
step 5714, loss: 1.7908459901809692
step 5715, loss: 2.5211918354034424
step 5716, loss: 2.186201810836792
step 5717, loss: 2.279101848602295
step 5718, loss: 2.461360454559326
step 5719, loss: 1.7862008810043335
step 5720, loss: 1.844718098640442
step 5721, loss: 2.247871160507202
step 5722, loss: 2.054377555847168
step 5723, loss: 1.9004173278808594
step 5724, loss: 2.1858420372009277
step 5725, loss: 2.3601491451263428
step 5726, loss: 2.230262041091919
step 5727, loss: 1.7657946348190308
step 5728, loss: 1.8194782733917236
step 5729, loss: 2.14251708984375
step 5730, loss: 1.922964096069336
step 5731, loss: 2.5613350868225098
step 5732, loss: 2.301884174346924
step 5733, loss: 2.0997798442840576
step 5734, loss: 1.939387559890747
step 5735, loss: 2.214503049850464
step 5736, loss: 1.995497703552246
step 5737, loss: 1.9765080213546753
step 5738, loss: 2.56632399559021
step 5739, loss: 2.0697808265686035
step 5740, loss: 2.2334063053131104
